"Seletores";"Cargo";"Quantitativo";"%";
"Eleição: Eleições Gerais 2014 - 1º Turno - 05/10/2014 Abrangência: Região - Situação: Todas  SUDESTE";"Governador";"29";"0,30"
"";"Vice-governador";"30";"0,31"
"";"Senador";"33";"0,35"
"";"Deputado Federal";"3.456";"36,15"
"";"Deputado Estadual";"5.935";"62,09"
"";"Senador 1º Suplente";"39";"0,41"
"";"Senador 2º Suplente";"37";"0,39"
"Subtotal";"";"9.559";""
"Total Geral";"";"9.559";""
