"Seletores";"Cargo";"Quantitativo";"%";
"Eleição: Eleições Gerais 2014 - 1º Turno - 05/10/2014 Abrangência: Região - Situação: Todas  CENTRO-OESTE";"Governador";"26";"0,78"
"";"Vice-governador";"29";"0,87"
"";"Senador";"28";"0,84"
"";"Deputado Federal";"553";"16,54"
"";"Deputado Estadual";"1.618";"48,39"
"";"Deputado Distrital";"1.028";"30,74"
"";"Senador 1º Suplente";"30";"0,90"
"";"Senador 2º Suplente";"32";"0,96"
"Subtotal";"";"3.344";""
"Total Geral";"";"3.344";""
