"Seletores";"Cargo";"Quantitativo";"%";
"Eleição: Eleições Gerais 2014 - 1º Turno - 05/10/2014 Abrangência: Região - Situação: Todas  NORDESTE";"Governador";"56";"0,97"
"";"Vice-governador";"58";"1,00"
"";"Senador";"54";"0,93"
"";"Deputado Federal";"1.598";"27,58"
"";"Deputado Estadual";"3.907";"67,43"
"";"Senador 1º Suplente";"61";"1,05"
"";"Senador 2º Suplente";"60";"1,04"
"Subtotal";"";"5.794";""
"Total Geral";"";"5.794";""
